#,English,Bangla,Chittagonian
6977,The girl has things kept with care,মেয়ের আছে যত্নে করে রাখার,মাইয়্যার আছে যত্নেত গরে রাখিবার
6978,Inside there's a rose flower,ভিতরে আছে গোলাপ ফুল,বিতুরে আছে গোলাপ ফুল
6979,The boy has no worries,ছেলের নেই চিন্তা কোন,ফোয়ার নাই চিন্তা হোন
6980,The girl has no demands,মেয়ের নেই দাবি কোন,মাইয়্যার নাই দাবি হোন
6981,A person of strong will,শক্ত মনের মানুষ,শক্ত মনর মানুষ
6982,They don't know now,তারা জানে না এখন,ইতারা ন জানে এহন
6983,Just meeting for a little while,শুধু একটু দেখা করা,উধে এক্কানা দেহা গরা
6984,When they get a break,ছুটি হয়ে গেলে তাদের,ছুটি অই গ্যিলে ইতারার
6985,They have nothing more to gain,নেই যে তাদের আর কোন পাওয়া,নাই যে ইতারার আর হোন পাওন
6986,Just a rose flower,শুধু গোলাপ ফুল,উধে গোলাপ ফুল
6987,"My road, my home",আমার রাস্তা আমার বাড়ি,অ্যাঁর রাস্তা অ্যাঁর বাড়ি
6988,"My home, your home",আমার বাড়ি তোর বাড়ি,অ্যাঁর বাড়ি তুঁর বাড়ি
6989,A home just as I like it,আমার মনের মত বাড়ি,অ্যাঁর মনর নান বাড়ি
6990,"My night, my morning",আমার রাত আমার ভোরে,অ্যাঁর রাইত অ্যাঁর পইত্তে
6991,Everything hidden inside the heart,মনের ভিতরে লুকিয়ে সব,মনর বিতুরে লুয়োই হক্কল
6992,Somehow I'm getting through the days,কোন মতে করছি দিন পারবে,হোন মতে গইজ্জি দিন ফাইত্ত
6993,The story is only mine,গল্প শুধু আমার,গফ উধে অ্যাঁর
6994,Will all this happen tomorrow,কালকে কি এসব হবে,হালিয়্যে কি এগিন অইব্যু
6995,Just marks on the hands and feet,হাতে পায়ে শুধু দাগ,আঁতত ঠেংঅত উধে দাগ
6996,The one who can laugh now,এখন যে হাসতে পারে,এহন যে আঁইশতে ফারে
6997,How much more will I do,করবো যে আর কত হবে,গইজ্জুম যে আর হতো অইব্যু
6998,One's own shadow,নিজেই নিজের ছায়া,নিজেই নিজর ছামা
6999,How much more insult will I bear,করবো যে আর কত অপমান,গইজ্জুম যে আর হতো অফমান
7000,She won't come again,আবার তো সে আসবে না,আবার তো ইতে ন আইব্যু
7001,Why are you within yourself,নিজের মধ্যে কেন তুই,নিজর মাজে কিল্লাই তুঁই
7002,I sing all the time,আমি গান গাই সব সময়,অ্যাঁই গান গাঁই হক্কল সমত
7003,Come to my house at once,এসো আমার ঘরে একবারে,আইস্যু অ্যাঁর ঘরত এব্বেরে
7004,You come to my house at once,তুমি এসো আমার ঘরে একবারে,তুই আইস্যু অ্যাঁর ঘরত এব্বেরে
7005,"If you can, come see before you go",পারো যদি দেখে যাও,ফারো যদি চ্যাঁই যো
7006,What does being alive say,বেঁচে থাকা কি বলে,বাঁচি থাওন কি কইয়্যরে
7007,Come to my city at once,এসো আমার শহরে একবারে,আইস্যু অ্যাঁর শহোরত এব্বেরে
7008,"If Bela hears, I've gotten the job",চাকরি আমি পেয়েছে গেছি বেলা শুনলে,চঅরি অ্যাঁই পাইয়্যে গেয়্যি বেলা হুনিলে
7009,Now no one will be able to do anything,এখন আর কেউ কিছু পারবে না,এহন আর কেউ কিসু ন ফাইত্ত
7010,You can give a lot,তুমি অনেক দিতে পারো,তুই বহুত দন ফারো
7011,Tell mother you're not getting married,মাকে বলে দাও বিয়ে তুমি করছো না,মারে কইয়্যরে দ বিয়া তুই ন গইজ্জ
